wavenumber,transmittance,label
416.0843,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
416.5664,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
417.0486,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
417.5307,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
418.0128,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
418.495,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
418.9771,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
419.4593,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
419.9414,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
420.4236,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
420.9057,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
421.3878,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
421.87,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
422.3521,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
422.8342,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
423.3164,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
423.7985,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
424.2806,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
424.7628,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
425.2449,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
425.7271,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
426.2092,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
426.6913,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
427.1735,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
427.6556,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
428.1377,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
428.6199,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
429.102,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
429.5841,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
430.0663,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
430.5484,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
431.0305,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
431.5127,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
431.9948,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
432.477,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
432.9591,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
433.4413,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
433.9234,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
434.4055,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
434.8877,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
435.3698,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
435.8519,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
436.3341,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
436.8162,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
437.2983,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
437.7805,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
438.2626,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
438.7448,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
439.2269,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
439.709,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
440.1912,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
440.6733,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
441.1554,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
441.6376,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
442.1197,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
442.6018,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
443.084,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
443.5661,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
444.0482,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
444.5304,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
445.0125,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
445.4947,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
445.9768,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
446.459,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
446.9411,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
447.4232,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
447.9054,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
448.3875,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
448.8696,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
449.3518,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
449.8339,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
450.316,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
450.7982,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
451.2803,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
451.7625,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
452.2446,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
452.7267,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
453.2089,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
453.691,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
454.1731,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
454.6553,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
455.1374,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
455.6195,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
456.1017,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
456.5838,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
457.0659,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
457.5481,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
458.0302,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
458.5124,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
458.9945,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
459.4767,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
459.9588,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
460.4409,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
460.9231,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
461.4052,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
461.8873,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
462.3695,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
462.8516,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
463.3337,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
463.8159,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
464.298,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
464.7802,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
465.2623,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
465.7444,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
466.2266,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
466.7087,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
467.1908,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
467.673,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
468.1551,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
468.6372,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
469.1194,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
469.6015,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
470.0836,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
470.5658,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
471.0479,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
471.5301,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
472.0122,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
472.4944,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
472.9765,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
473.4586,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
473.9408,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
474.4229,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
474.905,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
475.3872,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
475.8693,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
476.3514,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
476.8336,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
477.3157,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
477.7979,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
478.28,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
478.7621,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
479.2443,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
479.7264,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
480.2085,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
480.6907,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
481.1728,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
481.6549,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
482.1371,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
482.6192,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
483.1013,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
483.5835,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
484.0656,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
484.5478,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
485.0299,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
485.5121,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
485.9942,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
486.4763,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
486.9585,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
487.4406,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
487.9227,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
488.4049,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
488.887,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
489.3691,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
489.8513,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
490.3334,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
490.8156,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
491.2977,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
491.7798,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
492.262,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
492.7441,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
493.2262,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
493.7084,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
494.1905,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
494.6726,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
495.1548,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
495.6369,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
496.119,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
496.6012,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
497.0833,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
497.5655,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
498.0476,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
498.5298,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
499.0119,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
499.494,0.0,Blood_and_RNA_1mg_and_Lys_1mg.CSV
499.9762,44.89437,Blood_and_RNA_1mg_and_Lys_1mg.CSV
500.4583,44.90028,Blood_and_RNA_1mg_and_Lys_1mg.CSV
500.9404,44.86677,Blood_and_RNA_1mg_and_Lys_1mg.CSV
501.4226,44.80935,Blood_and_RNA_1mg_and_Lys_1mg.CSV
501.9047,44.76515,Blood_and_RNA_1mg_and_Lys_1mg.CSV
502.3868,44.76763,Blood_and_RNA_1mg_and_Lys_1mg.CSV
502.869,44.82153,Blood_and_RNA_1mg_and_Lys_1mg.CSV
503.3511,44.89743,Blood_and_RNA_1mg_and_Lys_1mg.CSV
503.8333,44.94988,Blood_and_RNA_1mg_and_Lys_1mg.CSV
504.3154,44.94435,Blood_and_RNA_1mg_and_Lys_1mg.CSV
504.7975,44.87496,Blood_and_RNA_1mg_and_Lys_1mg.CSV
505.2797,44.76694,Blood_and_RNA_1mg_and_Lys_1mg.CSV
505.7618,44.66415,Blood_and_RNA_1mg_and_Lys_1mg.CSV
506.2439,44.60727,Blood_and_RNA_1mg_and_Lys_1mg.CSV
506.7261,44.61165,Blood_and_RNA_1mg_and_Lys_1mg.CSV
507.2082,44.65847,Blood_and_RNA_1mg_and_Lys_1mg.CSV
507.6903,44.70588,Blood_and_RNA_1mg_and_Lys_1mg.CSV
508.1725,44.71472,Blood_and_RNA_1mg_and_Lys_1mg.CSV
508.6546,44.67086,Blood_and_RNA_1mg_and_Lys_1mg.CSV
509.1367,44.59097,Blood_and_RNA_1mg_and_Lys_1mg.CSV
509.6189,44.51057,Blood_and_RNA_1mg_and_Lys_1mg.CSV
510.101,44.46272,Blood_and_RNA_1mg_and_Lys_1mg.CSV
510.5832,44.45897,Blood_and_RNA_1mg_and_Lys_1mg.CSV
511.0653,44.48295,Blood_and_RNA_1mg_and_Lys_1mg.CSV
511.5475,44.50006,Blood_and_RNA_1mg_and_Lys_1mg.CSV
512.0296,44.47781,Blood_and_RNA_1mg_and_Lys_1mg.CSV
512.5117,44.40461,Blood_and_RNA_1mg_and_Lys_1mg.CSV
512.9938,44.2963,Blood_and_RNA_1mg_and_Lys_1mg.CSV
513.476,44.18739,Blood_and_RNA_1mg_and_Lys_1mg.CSV
513.9581,44.11277,Blood_and_RNA_1mg_and_Lys_1mg.CSV
514.4402,44.08987,Blood_and_RNA_1mg_and_Lys_1mg.CSV
514.9224,44.11063,Blood_and_RNA_1mg_and_Lys_1mg.CSV
515.4045,44.147,Blood_and_RNA_1mg_and_Lys_1mg.CSV
515.8867,44.16725,Blood_and_RNA_1mg_and_Lys_1mg.CSV
516.3688,44.15461,Blood_and_RNA_1mg_and_Lys_1mg.CSV
516.851,44.11732,Blood_and_RNA_1mg_and_Lys_1mg.CSV
517.3331,44.08333,Blood_and_RNA_1mg_and_Lys_1mg.CSV
517.8152,44.08075,Blood_and_RNA_1mg_and_Lys_1mg.CSV
518.2974,44.11673,Blood_and_RNA_1mg_and_Lys_1mg.CSV
518.7795,44.17038,Blood_and_RNA_1mg_and_Lys_1mg.CSV
519.2617,44.20499,Blood_and_RNA_1mg_and_Lys_1mg.CSV
519.7438,44.19071,Blood_and_RNA_1mg_and_Lys_1mg.CSV
520.2259,44.12211,Blood_and_RNA_1mg_and_Lys_1mg.CSV
520.7081,44.02095,Blood_and_RNA_1mg_and_Lys_1mg.CSV
521.1902,43.92401,Blood_and_RNA_1mg_and_Lys_1mg.CSV
521.6723,43.86363,Blood_and_RNA_1mg_and_Lys_1mg.CSV
522.1545,43.85194,Blood_and_RNA_1mg_and_Lys_1mg.CSV
522.6366,43.87674,Blood_and_RNA_1mg_and_Lys_1mg.CSV
523.1187,43.90996,Blood_and_RNA_1mg_and_Lys_1mg.CSV
523.6009,43.92351,Blood_and_RNA_1mg_and_Lys_1mg.CSV
524.083,43.90432,Blood_and_RNA_1mg_and_Lys_1mg.CSV
524.5651,43.86139,Blood_and_RNA_1mg_and_Lys_1mg.CSV
525.0473,43.82075,Blood_and_RNA_1mg_and_Lys_1mg.CSV
525.5294,43.80949,Blood_and_RNA_1mg_and_Lys_1mg.CSV
526.0115,43.83647,Blood_and_RNA_1mg_and_Lys_1mg.CSV
526.4937,43.88404,Blood_and_RNA_1mg_and_Lys_1mg.CSV
526.9758,43.91827,Blood_and_RNA_1mg_and_Lys_1mg.CSV
527.4579,43.91058,Blood_and_RNA_1mg_and_Lys_1mg.CSV
527.9401,43.855,Blood_and_RNA_1mg_and_Lys_1mg.CSV
528.4222,43.77069,Blood_and_RNA_1mg_and_Lys_1mg.CSV
528.9044,43.69092,Blood_and_RNA_1mg_and_Lys_1mg.CSV
529.3865,43.64555,Blood_and_RNA_1mg_and_Lys_1mg.CSV
529.8687,43.64594,Blood_and_RNA_1mg_and_Lys_1mg.CSV
530.3508,43.67971,Blood_and_RNA_1mg_and_Lys_1mg.CSV
530.8329,43.71793,Blood_and_RNA_1mg_and_Lys_1mg.CSV
531.3151,43.73141,Blood_and_RNA_1mg_and_Lys_1mg.CSV
531.7972,43.70687,Blood_and_RNA_1mg_and_Lys_1mg.CSV
532.2794,43.65352,Blood_and_RNA_1mg_and_Lys_1mg.CSV
532.7615,43.59678,Blood_and_RNA_1mg_and_Lys_1mg.CSV
533.2436,43.56263,Blood_and_RNA_1mg_and_Lys_1mg.CSV
533.7258,43.56212,Blood_and_RNA_1mg_and_Lys_1mg.CSV
534.2079,43.58487,Blood_and_RNA_1mg_and_Lys_1mg.CSV
534.69,43.60569,Blood_and_RNA_1mg_and_Lys_1mg.CSV
535.1722,43.59998,Blood_and_RNA_1mg_and_Lys_1mg.CSV
535.6543,43.55907,Blood_and_RNA_1mg_and_Lys_1mg.CSV
536.1364,43.49596,Blood_and_RNA_1mg_and_Lys_1mg.CSV
536.6186,43.43811,Blood_and_RNA_1mg_and_Lys_1mg.CSV
537.1007,43.41144,Blood_and_RNA_1mg_and_Lys_1mg.CSV
537.5828,43.42468,Blood_and_RNA_1mg_and_Lys_1mg.CSV
538.065,43.46412,Blood_and_RNA_1mg_and_Lys_1mg.CSV
538.5471,43.50162,Blood_and_RNA_1mg_and_Lys_1mg.CSV
539.0292,43.51092,Blood_and_RNA_1mg_and_Lys_1mg.CSV
539.5114,43.48276,Blood_and_RNA_1mg_and_Lys_1mg.CSV
539.9935,43.42981,Blood_and_RNA_1mg_and_Lys_1mg.CSV
540.4756,43.37947,Blood_and_RNA_1mg_and_Lys_1mg.CSV
540.9578,43.35784,Blood_and_RNA_1mg_and_Lys_1mg.CSV
541.4399,43.37428,Blood_and_RNA_1mg_and_Lys_1mg.CSV
541.9221,43.4158,Blood_and_RNA_1mg_and_Lys_1mg.CSV
542.4042,43.45445,Blood_and_RNA_1mg_and_Lys_1mg.CSV
542.8864,43.46334,Blood_and_RNA_1mg_and_Lys_1mg.CSV
543.3685,43.43182,Blood_and_RNA_1mg_and_Lys_1mg.CSV
543.8506,43.37117,Blood_and_RNA_1mg_and_Lys_1mg.CSV
544.3328,43.3086,Blood_and_RNA_1mg_and_Lys_1mg.CSV
544.8149,43.27227,Blood_and_RNA_1mg_and_Lys_1mg.CSV
545.2971,43.27533,Blood_and_RNA_1mg_and_Lys_1mg.CSV
545.7792,43.30832,Blood_and_RNA_1mg_and_Lys_1mg.CSV
546.2613,43.34501,Blood_and_RNA_1mg_and_Lys_1mg.CSV
546.7435,43.3585,Blood_and_RNA_1mg_and_Lys_1mg.CSV
547.2256,43.33735,Blood_and_RNA_1mg_and_Lys_1mg.CSV
547.7077,43.29172,Blood_and_RNA_1mg_and_Lys_1mg.CSV
548.1899,43.24649,Blood_and_RNA_1mg_and_Lys_1mg.CSV
548.672,43.22585,Blood_and_RNA_1mg_and_Lys_1mg.CSV
549.1541,43.23844,Blood_and_RNA_1mg_and_Lys_1mg.CSV
549.6363,43.27201,Blood_and_RNA_1mg_and_Lys_1mg.CSV
550.1184,43.30048,Blood_and_RNA_1mg_and_Lys_1mg.CSV
550.6005,43.29949,Blood_and_RNA_1mg_and_Lys_1mg.CSV
551.0827,43.26097,Blood_and_RNA_1mg_and_Lys_1mg.CSV
551.5648,43.19779,Blood_and_RNA_1mg_and_Lys_1mg.CSV
552.0469,43.13657,Blood_and_RNA_1mg_and_Lys_1mg.CSV
552.5291,43.10272,Blood_and_RNA_1mg_and_Lys_1mg.CSV
553.0112,43.1063,Blood_and_RNA_1mg_and_Lys_1mg.CSV
553.4933,43.13706,Blood_and_RNA_1mg_and_Lys_1mg.CSV
553.9755,43.17049,Blood_and_RNA_1mg_and_Lys_1mg.CSV
554.4576,43.1823,Blood_and_RNA_1mg_and_Lys_1mg.CSV
554.9398,43.16217,Blood_and_RNA_1mg_and_Lys_1mg.CSV
555.4219,43.11945,Blood_and_RNA_1mg_and_Lys_1mg.CSV
555.9041,43.07708,Blood_and_RNA_1mg_and_Lys_1mg.CSV
556.3862,43.05779,Blood_and_RNA_1mg_and_Lys_1mg.CSV
556.8683,43.07016,Blood_and_RNA_1mg_and_Lys_1mg.CSV
557.3505,43.10348,Blood_and_RNA_1mg_and_Lys_1mg.CSV
557.8326,43.13396,Blood_and_RNA_1mg_and_Lys_1mg.CSV
558.3148,43.13851,Blood_and_RNA_1mg_and_Lys_1mg.CSV
558.7969,43.10802,Blood_and_RNA_1mg_and_Lys_1mg.CSV
559.279,43.05237,Blood_and_RNA_1mg_and_Lys_1mg.CSV
559.7612,42.99483,Blood_and_RNA_1mg_and_Lys_1mg.CSV
560.2433,42.95873,Blood_and_RNA_1mg_and_Lys_1mg.CSV
560.7254,42.95413,Blood_and_RNA_1mg_and_Lys_1mg.CSV
561.2076,42.97252,Blood_and_RNA_1mg_and_Lys_1mg.CSV
561.6897,42.99228,Blood_and_RNA_1mg_and_Lys_1mg.CSV
562.1718,42.9917,Blood_and_RNA_1mg_and_Lys_1mg.CSV
562.654,42.96186,Blood_and_RNA_1mg_and_Lys_1mg.CSV
563.1361,42.91165,Blood_and_RNA_1mg_and_Lys_1mg.CSV
563.6182,42.86276,Blood_and_RNA_1mg_and_Lys_1mg.CSV
564.1004,42.83689,Blood_and_RNA_1mg_and_Lys_1mg.CSV
564.5825,42.84322,Blood_and_RNA_1mg_and_Lys_1mg.CSV
565.0646,42.87324,Blood_and_RNA_1mg_and_Lys_1mg.CSV
565.5468,42.90593,Blood_and_RNA_1mg_and_Lys_1mg.CSV
566.0289,42.92001,Blood_and_RNA_1mg_and_Lys_1mg.CSV
566.511,42.90607,Blood_and_RNA_1mg_and_Lys_1mg.CSV
566.9932,42.87178,Blood_and_RNA_1mg_and_Lys_1mg.CSV
567.4753,42.8373,Blood_and_RNA_1mg_and_Lys_1mg.CSV
567.9575,42.82295,Blood_and_RNA_1mg_and_Lys_1mg.CSV
568.4396,42.83648,Blood_and_RNA_1mg_and_Lys_1mg.CSV
568.9218,42.86776,Blood_and_RNA_1mg_and_Lys_1mg.CSV
569.4039,42.89476,Blood_and_RNA_1mg_and_Lys_1mg.CSV
569.886,42.89673,Blood_and_RNA_1mg_and_Lys_1mg.CSV
570.3682,42.86639,Blood_and_RNA_1mg_and_Lys_1mg.CSV
570.8503,42.81397,Blood_and_RNA_1mg_and_Lys_1mg.CSV
571.3325,42.7611,Blood_and_RNA_1mg_and_Lys_1mg.CSV
571.8146,42.7284,Blood_and_RNA_1mg_and_Lys_1mg.CSV
572.2967,42.72401,Blood_and_RNA_1mg_and_Lys_1mg.CSV
572.7789,42.7398,Blood_and_RNA_1mg_and_Lys_1mg.CSV
573.261,42.75699,Blood_and_RNA_1mg_and_Lys_1mg.CSV
573.7431,42.75751,Blood_and_RNA_1mg_and_Lys_1mg.CSV
574.2253,42.73464,Blood_and_RNA_1mg_and_Lys_1mg.CSV
574.7074,42.69723,Blood_and_RNA_1mg_and_Lys_1mg.CSV
575.1895,42.66499,Blood_and_RNA_1mg_and_Lys_1mg.CSV
575.6717,42.65662,Blood_and_RNA_1mg_and_Lys_1mg.CSV
576.1538,42.67754,Blood_and_RNA_1mg_and_Lys_1mg.CSV
576.6359,42.71522,Blood_and_RNA_1mg_and_Lys_1mg.CSV
577.1181,42.74617,Blood_and_RNA_1mg_and_Lys_1mg.CSV
577.6002,42.74976,Blood_and_RNA_1mg_and_Lys_1mg.CSV
578.0823,42.72,Blood_and_RNA_1mg_and_Lys_1mg.CSV
578.5645,42.66837,Blood_and_RNA_1mg_and_Lys_1mg.CSV
579.0466,42.61761,Blood_and_RNA_1mg_and_Lys_1mg.CSV
579.5287,42.5896,Blood_and_RNA_1mg_and_Lys_1mg.CSV
